id,age,salary,years_experience,credit_score,monthly_expense,savings,loan_amount,transactions,rating
6328,47,75252,2,845,7087,239780,133491,180,3
6329,42,95659,11,508,16898,138368,63165,19,5
6330,45,27877,15,710,16758,408242,616230,163,4
6331,51,29239,11,307,17121,188070,179162,202,3
6332,62,101971,7,526,19666,130563,547647,271,7
6333,65,42313,4,474,33999,126296,699336,88,5
6334,64,115890,10,380,36888,382495,719440,175,1
6335,42,57103,9,356,29258,257623,120891,243,4
6336,27,63408,2,434,15893,187098,51304,148,1
6337,31,98251,8,537,22880,190593,157097,265,3
6338,59,103771,11,771,33712,85122,994156,5,5
6339,63,106665,5,516,31943,20225,462084,139,6
6340,47,25534,18,325,7306,296182,595710,103,1
6341,58,115110,15,486,30300,452121,412717,258,9
6342,42,58060,13,415,26107,227812,889475,180,9
6343,31,32189,3,462,12709,252269,855565,246,1
6344,52,101067,17,713,34481,348203,890332,148,7
6345,69,25967,9,477,16914,404587,264458,21,4
6346,65,96991,17,579,33175,248453,127931,158,2
6347,51,80563,11,511,30412,370484,656917,176,2
6348,27,23660,18,353,18151,488081,97385,257,6
6349,52,105875,7,366,7009,94965,835076,265,6
6350,28,54823,0,843,22246,439491,624308,113,5
6351,28,70842,13,819,3345,332303,650635,168,3
6352,38,24616,5,798,12628,87914,107668,21,7
6353,38,90976,13,730,23026,253840,794446,80,3
6354,39,117136,1,345,31289,196548,313623,228,7
6355,62,63738,8,334,31432,326920,291340,37,2
6356,24,28107,11,488,21607,10294,158559,91,8
6357,34,76404,4,388,21860,1750,899097,152,2
6358,19,109182,1,634,7097,156195,316697,178,2
6359,29,106787,18,435,29114,109863,730595,182,4
6360,59,30954,6,845,15473,382245,681900,110,1
6361,35,31943,6,412,26831,458190,906013,109,7
6362,28,55725,9,471,24106,467766,76863,156,2
6363,33,60434,16,638,12609,391534,669806,260,6
6364,66,100751,13,824,6746,43732,941896,67,5
6365,68,25110,10,473,32384,226867,212055,260,5
6366,35,102091,19,631,18459,244505,335483,271,4
6367,52,31462,5,506,33288,314382,929425,37,5
6368,43,94232,7,642,38379,176302,418696,270,9
6369,33,69081,18,403,10001,311190,496341,123,1
6370,23,67799,18,339,38160,144464,398775,224,2
6371,61,81567,16,322,12184,449069,806015,195,7
6372,60,104301,17,551,14949,119553,559397,82,9
6373,64,66224,11,589,39879,173538,275604,50,3
6374,64,71063,8,501,8119,390689,806214,78,6
6375,65,70240,15,454,37162,361776,838435,25,5
6376,59,96352,17,405,36184,387738,623737,295,9
6377,29,32868,15,559,9843,325567,339466,26,9
6378,30,90973,15,499,28805,343323,278911,60,3
6379,21,95989,3,516,10431,189637,993218,70,2
6380,56,37222,6,710,20161,480023,993562,154,4
6381,19,94794,0,416,30836,16386,961275,48,9
6382,43,78924,19,723,38926,253576,669118,54,3
6383,44,114854,0,511,6146,291966,615366,114,4
6384,44,93513,7,454,21015,105620,915649,277,2
6385,32,69649,7,562,32762,470714,160585,110,1
6386,25,117986,9,806,7440,275275,229058,72,5
6387,24,98749,0,450,21773,190394,63056,18,4
6388,64,117055,13,511,14268,430077,631402,15,2
6389,63,25223,13,491,27790,204561,181243,42,6
6390,57,63166,9,397,21945,487252,417600,20,5
6391,29,54369,18,840,23925,473608,485281,16,1
6392,30,101379,15,471,9658,83540,593868,135,3
6393,60,84392,8,670,27191,184689,278733,221,4
6394,34,74526,19,454,39426,171030,274128,95,1
6395,34,27661,15,439,9421,469575,615038,93,8
6396,53,30591,19,555,11322,383076,802879,81,3
6397,38,86718,7,715,24014,186638,912400,78,5
6398,25,70235,6,628,7355,491361,478968,146,3
6399,22,22970,10,677,11713,43797,19560,26,4
6400,43,62922,5,565,22835,333615,990647,197,9
6401,33,115398,14,840,37432,359194,503640,144,3
6402,53,45755,18,438,39630,207360,781931,77,8
6403,45,34416,13,811,26879,260665,626397,201,6
6404,46,28672,14,548,12086,476022,472751,123,6
6405,64,98468,5,607,36283,171553,4323,178,1
6406,29,61996,9,518,2583,416674,611005,8,7
6407,54,89095,13,592,33860,417281,790455,2,4
6408,47,15064,15,709,28622,252176,541066,146,8
6409,40,83835,12,497,32173,243260,779476,36,9
6410,33,85385,10,379,18255,357373,917395,88,2
6411,31,20639,2,684,6459,475989,174812,119,8
6412,27,26055,7,436,23949,29897,198467,42,8
6413,24,74220,2,512,3968,62988,702113,139,6
6414,62,102594,1,506,37299,152925,137513,59,3
6415,69,44427,13,432,31621,122444,873896,180,5
6416,54,97516,19,465,10955,130677,803836,202,2
6417,46,79666,14,802,29254,296939,973560,221,6
6418,20,79274,2,729,30387,125865,637629,49,3
6419,32,25866,0,479,33084,322214,871824,240,4
6420,53,18889,14,420,2901,75560,7747,128,9
6421,64,63226,19,473,32905,340265,946728,286,5
6422,63,46335,1,630,28094,342772,923021,28,7
6423,69,65547,17,367,38024,192002,668931,93,9
6424,36,41162,0,437,32999,439643,96381,179,5
6425,30,104449,8,607,3693,391736,366817,217,1
6426,59,39687,2,629,36897,270944,305873,27,2
6427,38,113756,1,537,38779,149844,966988,127,3
6428,54,25995,3,829,3365,51064,315721,98,3
6429,44,71488,15,375,10387,319935,535437,48,1
6430,69,17631,0,450,8203,74208,419080,272,9
6431,46,49954,8,615,34918,301344,796842,188,9
6432,37,20967,7,336,7180,305373,695187,110,4
6433,42,103294,5,425,32342,313053,288768,15,9
6434,23,102278,19,585,35098,223972,967531,102,4
6435,53,79471,17,539,29686,205651,338780,94,8
6436,19,52116,15,519,9400,202800,546512,184,3
6437,39,107116,7,306,29817,85753,329968,219,9
6438,49,49227,3,515,12587,129863,86599,129,4
6439,33,16942,2,592,36812,495581,405264,153,8
6440,35,62664,14,838,24938,52239,143316,92,2
6441,22,43069,5,783,21983,65567,938584,43,7
6442,53,102342,0,342,25425,237404,79891,270,2
6443,47,29407,17,606,7010,93904,947514,248,5
6444,62,74201,10,392,9848,46621,547288,68,9
6445,36,95093,2,568,24029,348307,88020,270,5
6446,40,69348,12,514,18190,46357,239756,208,4
6447,51,96981,16,413,34026,443271,245624,226,8
6448,30,32878,17,484,19959,467409,322892,205,5
6449,60,98100,13,424,7754,297636,987822,145,9
6450,46,93629,6,404,4213,196521,620593,92,9
6451,53,70420,6,536,11855,272269,513629,138,2
6452,39,116092,13,457,10555,427538,939468,17,9
6453,69,106987,14,773,7544,156651,512390,2,8
6454,69,58168,11,804,23137,297196,934966,250,7
6455,64,69862,11,573,38400,406476,973874,119,6
6456,53,104622,7,416,7588,87896,217577,197,4
6457,26,97025,15,835,27850,344609,673099,214,7
6458,56,43004,8,359,11637,242188,874369,107,6
6459,68,35471,1,700,6827,30081,696314,208,8
6460,36,106820,13,479,29533,113362,565517,117,1
6461,55,75167,15,531,13648,228592,389481,9,3
6462,23,117229,4,775,17738,7158,250000,142,8
6463,69,98828,4,544,15539,287807,696908,22,2
6464,64,80308,19,512,12357,318399,418944,272,9
6465,32,98969,17,758,27585,144458,205174,169,2
6466,37,29568,17,427,17594,415703,458232,195,9
6467,26,24466,4,516,6617,485968,869998,94,7
6468,49,106057,10,319,12687,263360,117760,193,4
6469,21,72324,12,359,8796,368001,970094,288,3
6470,67,117208,2,428,8747,304294,797209,180,8
6471,35,30467,16,496,9936,30910,493171,267,7
6472,22,112555,17,791,34293,248493,638446,20,1
6473,37,90955,13,803,19142,497232,119981,225,7
6474,40,67948,11,546,36047,466946,507404,169,1
6475,28,31676,13,559,14696,428189,617505,44,1
6476,54,109791,17,646,15097,167482,749885,188,5
6477,39,46514,19,496,8228,241798,405223,95,5
6478,21,37650,1,406,30149,285901,561736,135,2
6479,46,103290,6,459,16141,192722,567858,94,7
6480,61,92701,14,721,22354,290567,437458,54,3
6481,51,25683,9,506,3526,389481,100054,82,1
6482,30,113092,14,612,34958,472569,338472,269,7
6483,59,74819,16,731,3873,102659,799030,289,4
6484,26,95978,10,534,9958,29742,641947,135,4
6485,59,19860,1,626,13207,246239,495709,158,3
6486,48,18729,17,778,9368,374974,569532,267,7
6487,24,46351,3,727,9489,494684,725638,277,2
6488,21,77744,8,399,26833,164939,984781,288,7
6489,36,39346,16,537,10346,280127,830977,133,8
6490,59,89155,16,406,22286,288579,374987,35,2
6491,47,91700,16,663,20796,285312,599530,251,8
6492,48,119414,15,792,5160,335118,937712,47,7
6493,52,21955,19,342,30181,376984,200449,268,8
6494,38,80642,7,372,5371,114795,308891,293,3
6495,48,85290,14,603,38119,489428,514101,44,6
6496,36,59293,0,304,35228,307995,630235,278,1
6497,48,76336,18,648,4117,290401,807883,139,7
6498,49,36662,14,699,8356,498362,487517,237,4
6499,19,21408,8,732,36374,82475,346425,266,4
6500,69,55403,4,406,34839,155636,640942,170,9
6501,27,16225,15,416,32899,44200,44604,216,7
6502,19,27196,12,682,8351,434726,287079,117,8
6503,19,84786,15,381,14464,124873,63655,238,6
6504,41,30372,10,709,2706,37678,500693,256,2
6505,34,32279,12,369,17660,274917,452369,244,3
6506,49,110729,5,686,20312,145406,946573,88,4
6507,33,69240,19,823,4798,29701,807448,234,2
6508,33,107404,16,596,27753,471384,491913,97,1
6509,63,53187,4,364,31722,350884,927075,18,9
6510,56,63481,16,477,23455,80468,589871,111,2
6511,48,43475,0,307,5311,49528,665007,209,5
6512,60,59552,4,458,31362,2376,248508,65,7
6513,41,82969,4,310,28761,222755,993332,123,2
6514,18,91534,6,710,14917,472105,395504,238,6
6515,28,111669,15,454,19955,322701,695176,123,8
6516,38,114605,17,505,32311,125395,122250,287,7
6517,21,21858,5,414,20821,406132,109626,218,6
6518,24,89486,1,678,25915,218651,427193,222,8
6519,43,89474,12,649,35368,369819,476300,113,2
6520,64,40168,9,397,11170,228871,701376,18,4
6521,67,47099,19,318,10706,67261,436198,219,4
6522,29,86180,10,612,19193,194288,745354,161,7
6523,48,76455,1,827,37253,444408,287800,70,7
6524,34,69240,7,744,9398,334949,343746,7,3
6525,50,89796,18,530,19830,181305,119233,1,4
6526,28,69592,19,658,18852,192527,696173,99,1
6527,45,62458,16,682,19013,318031,521321,87,8
6528,49,116611,15,811,21766,229570,163095,80,4
6529,18,73046,9,343,8538,176050,986579,34,5
6530,64,31488,4,664,34881,346269,995760,226,5
6531,45,73841,13,410,23867,95079,157351,223,1
6532,59,15395,18,522,14534,441757,963406,180,1
6533,24,67669,3,685,20000,295555,14069,8,7
6534,19,25845,19,564,38085,227993,211909,243,1
6535,59,51059,15,570,25735,138745,871763,88,9
6536,41,33394,14,511,25964,285300,915157,143,6
6537,21,108993,8,795,7733,30856,591361,28,1
6538,61,60906,2,613,29246,342902,841653,142,1
6539,36,74332,8,686,23197,127677,259470,90,5
6540,43,52305,17,546,15065,302054,180015,186,3
6541,28,57628,3,649,37305,298893,482145,180,8
6542,57,36352,18,371,21558,454341,256181,37,8
6543,67,101682,3,595,20606,29421,714029,2,8
6544,60,97971,8,512,2051,439828,196536,34,6
6545,28,66993,0,594,20728,481442,98486,226,5
6546,62,54386,0,470,16299,491849,503739,73,5
6547,20,118027,19,545,28798,364894,361981,116,6
6548,29,71624,18,440,23448,485818,308318,114,6
6549,20,72065,2,539,24870,494808,126365,30,9
6550,59,100504,9,610,24214,154312,589979,83,7
6551,44,23539,11,715,6266,183605,87731,208,6
6552,66,16263,17,697,13300,74775,878688,107,7
6553,19,28305,13,321,3658,376918,258984,186,3
6554,66,68817,9,377,25752,398224,648560,152,2
6555,33,39398,9,774,30133,475706,430868,150,7
6556,19,112616,17,652,14742,499791,604397,160,3
6557,47,90801,0,670,18059,288182,851798,75,4
6558,37,64107,14,320,15720,399409,7977,170,2
6559,55,47152,7,806,29629,205342,956428,187,5
6560,45,108260,2,459,12994,445732,152876,169,5
6561,42,45624,17,660,24005,375785,770905,53,1
6562,49,114655,8,596,22394,287449,28853,257,4
6563,27,71132,15,651,2635,322907,161682,60,3
6564,59,67979,14,479,13206,248553,791706,222,7
6565,57,73013,4,771,24805,496060,70394,76,5
6566,50,109925,12,694,27632,359219,521606,46,6
6567,30,78797,19,512,13660,42993,375576,260,2
6568,58,66798,6,829,28877,484915,915632,15,1
6569,59,31650,15,694,10759,390542,998247,116,3
6570,64,41014,6,326,33672,41193,846755,12,3
6571,54,91421,15,748,26091,301664,561734,1,7
6572,33,22434,12,737,33335,417576,719734,77,7
6573,62,45028,16,584,9009,257961,847443,30,6
6574,39,81558,8,488,4143,167614,808855,202,4
6575,37,39331,11,498,31014,34243,474812,50,8
6576,67,82573,12,401,19858,480476,540251,130,2
6577,60,89292,8,778,25632,123192,349040,6,7
6578,44,61326,4,523,22486,143003,373043,75,1
6579,58,97979,6,816,2329,21967,1699,166,8
6580,33,114728,0,826,14370,487228,130014,274,5
6581,51,19123,3,740,15847,195347,940722,156,6
6582,49,31603,3,816,33624,240393,978464,268,6
6583,43,80941,15,529,6622,194608,419892,205,1
6584,42,57597,4,413,26405,58040,125143,244,7
6585,19,78238,3,815,27337,489176,811721,87,3
6586,29,99238,5,483,3680,373396,575525,100,2
6587,57,57719,2,333,29832,6023,869803,186,7
6588,26,106786,7,595,8866,227308,646404,222,9
6589,29,56751,16,752,27479,367029,607605,278,4
6590,43,101978,17,804,19509,498005,890910,173,7
6591,26,32693,17,705,6188,496086,637320,42,5
6592,27,104541,11,426,37617,220352,844200,67,7
6593,49,52697,0,441,29787,112829,443396,192,1
6594,51,109524,11,427,5366,374694,557746,143,9
6595,65,112869,10,649,15061,84268,900149,154,6
6596,37,44992,12,823,17952,363805,7898,94,8
6597,56,78825,2,762,20975,207885,622071,197,9
6598,19,24522,7,543,6283,268144,319259,95,1
6599,18,60406,2,485,22645,30756,642986,249,5
6600,68,27121,16,532,13740,38982,691707,22,7
6601,53,29219,12,813,35012,261328,764683,54,8
6602,41,16617,9,300,7128,449276,863684,125,3
6603,44,58016,16,538,11371,145931,185616,207,8
6604,19,65672,2,354,23309,54760,598791,181,5
6605,48,39276,12,794,29111,12734,119254,275,1
6606,31,114887,5,717,10628,261310,346129,162,4
6607,19,87240,13,747,12462,216438,976626,278,2
6608,46,70735,9,637,24718,391701,991860,141,5
6609,32,32959,19,576,33295,338472,392230,123,4
6610,29,43522,15,309,30844,85997,131112,192,2
6611,54,71087,17,640,28314,88975,522859,56,7
6612,45,24953,12,403,9668,467850,116932,298,2
6613,37,41567,9,644,3954,196664,581930,247,2
6614,56,75523,5,669,16412,11428,176336,191,4
6615,41,77708,9,497,10806,174718,251822,170,5
6616,38,37560,4,313,20015,22139,721774,219,3
6617,27,73390,5,637,23420,209923,292527,34,9
6618,63,83149,6,841,14363,441996,75538,285,6
6619,31,51660,10,756,12066,494521,647956,36,8
6620,54,60104,15,825,8874,468078,449771,265,5
6621,35,72805,11,735,33081,428773,326146,298,8
6622,41,117735,11,665,19253,29976,245095,228,6
6623,31,39496,19,700,13662,437718,511799,67,7
6624,51,98301,4,781,16125,276155,844158,7,2
6625,29,106257,15,409,21503,274687,853418,23,6
6626,39,18515,5,705,17698,123636,393088,23,5
6627,23,19454,8,608,17271,311286,912727,272,8
6628,53,37873,4,459,2376,384574,709885,69,5
6629,62,88920,15,354,32080,466814,576035,13,7
6630,53,28727,17,555,20325,30563,389626,266,4
6631,39,84070,18,833,17285,117958,106825,248,2
6632,31,114059,11,721,2204,230188,109550,59,3
6633,33,112425,1,563,27320,143938,10727,258,4
6634,53,64979,9,532,13328,207827,316205,208,3
6635,42,40465,11,532,9054,42787,367073,129,7
6636,49,68900,13,816,28125,261361,915927,198,5
6637,50,74799,17,344,22804,402202,522134,275,3
6638,62,111129,18,735,20809,403751,697339,97,3
6639,53,36330,5,634,29440,483409,601524,28,9
6640,37,23302,4,703,22357,302308,316837,133,9
6641,35,93443,15,463,19054,251054,734206,275,5
6642,55,104966,13,555,5065,20511,991010,104,2
6643,20,87717,12,365,36495,221063,988321,42,5
6644,40,27875,1,387,7976,484734,839405,153,4
6645,49,42219,1,539,33154,313757,176561,291,6
6646,62,51182,11,610,22410,248534,652846,9,6
6647,33,95541,0,557,17737,39344,722723,224,6
6648,22,57269,18,813,38582,145860,331791,39,7
6649,21,94781,15,733,3703,43330,965590,38,2
6650,38,21457,6,428,9621,304589,172651,271,4
6651,57,21749,6,625,15544,352060,262832,109,9
6652,68,48064,15,316,9430,427346,141376,60,5
6653,31,24821,5,641,34821,9133,537150,62,1
6654,56,113297,17,548,14291,398017,246579,31,6
6655,48,118587,0,476,35601,66747,858184,30,5
6656,31,93655,0,656,7794,333476,968957,66,2
6657,23,22664,13,794,34749,172854,994875,263,3
6658,29,44281,5,334,33180,286548,100964,158,3
6659,33,46821,5,706,11353,134733,972304,161,7
6660,34,118769,3,309,21906,59259,993474,111,5
6661,62,39647,11,830,24244,158108,370938,38,9
6662,40,84918,17,834,20410,144502,293413,212,1
6663,31,96985,9,394,11829,405764,621852,137,3
6664,24,97799,2,749,38316,149549,726558,158,8
6665,63,105179,2,519,15046,441143,230330,134,3
6666,49,89944,7,395,24748,336424,760117,189,3
6667,32,104142,0,680,3183,436909,488628,165,8
6668,61,42603,17,506,12411,166391,309017,79,3
6669,34,61458,14,545,35856,272669,348812,252,2
6670,58,85605,19,809,35960,75592,335092,206,3
6671,64,34623,16,382,33478,289006,831762,148,2
6672,61,59440,10,616,7387,414755,738527,286,8
6673,51,97427,12,404,35099,202225,513390,18,5
6674,22,22704,19,669,14280,124188,963098,191,3
6675,62,108826,9,479,4275,362991,533753,185,8
6676,44,42460,12,382,8385,182629,858854,217,8
6677,69,98045,16,831,9648,384316,360460,88,4
6678,40,97805,0,800,35270,6721,318771,95,9
6679,57,88511,19,647,5569,412172,397921,274,1
6680,31,21565,15,571,27910,281529,968895,61,7
6681,32,103003,15,630,23031,92011,164537,82,5
6682,60,19870,2,688,6216,280635,657426,78,7
6683,50,33909,1,436,7891,402391,502098,196,8
6684,48,24117,5,660,33600,250065,367362,40,3
6685,52,82474,10,581,18315,22241,692802,24,3
6686,34,108926,2,501,26598,373975,322565,160,1
6687,45,59322,0,830,26232,90191,685805,266,5
6688,36,116536,10,315,28425,422586,691941,137,8
6689,63,35128,12,413,12355,38088,623642,39,1
6690,40,112317,4,367,2479,292094,821352,108,2
6691,49,84001,17,329,20738,416112,421719,227,2
6692,57,15440,14,818,16566,424589,171529,69,2
6693,30,75955,17,321,37101,160532,174863,263,5
6694,37,64613,14,730,25958,175508,310550,279,7
6695,52,85949,19,329,23655,304505,157998,17,3
6696,22,26663,19,709,23828,388117,472075,227,1
6697,26,119059,19,348,29962,310761,54939,192,9
6698,46,118316,6,624,39803,413847,76876,28,9
6699,23,34547,16,787,13044,405479,232465,215,4
6700,42,96662,7,597,4209,4856,577081,18,5
6701,48,15005,12,480,11584,373341,944769,110,4
6702,39,118080,15,421,13448,174839,524461,121,8
6703,19,22038,9,423,3959,371029,206224,64,1
6704,62,21414,13,752,2275,170132,105558,37,4
6705,22,102659,5,565,23008,120087,216895,3,4
6706,44,84506,19,327,28035,392319,204118,270,3
6707,42,91586,6,558,36609,281926,868800,135,4
6708,25,17606,5,376,14251,358056,14389,83,7
6709,18,31482,16,731,22529,386115,320938,207,5
6710,37,113829,7,334,17631,279512,258125,167,3
6711,61,86873,11,735,15546,31825,530123,133,6
6712,40,48948,3,413,32524,474828,289206,79,9
6713,49,104987,9,361,7675,104526,148237,109,3
6714,28,106801,5,351,13569,347243,216560,26,2
6715,56,106250,6,415,36708,28392,942251,167,9
6716,64,35875,7,346,30590,395528,293413,173,5
6717,41,28057,2,737,13989,292273,143033,31,5
6718,28,47400,7,711,39118,226213,911720,151,7
6719,46,86458,14,400,35727,124778,772331,40,2
6720,43,83607,0,578,33937,20556,115120,288,5
6721,33,102561,12,406,37331,498452,480271,260,8
6722,52,42503,17,334,35231,479228,387809,81,8
6723,37,38765,14,658,12128,304352,725841,174,7
6724,63,116096,6,301,26055,355495,620015,75,5
6725,20,61612,14,791,30707,282160,251465,42,4
6726,18,113318,2,571,30646,168224,488658,97,2
6727,64,99335,13,443,35686,152719,392989,167,2
6728,18,115989,19,734,32584,342565,34627,198,3
6729,34,108012,3,750,33368,326802,582982,103,3
6730,19,96748,3,527,3613,37472,3919,47,7
6731,46,24428,2,844,11014,47295,993906,166,6
6732,37,46419,4,513,4120,203236,628982,18,1
6733,23,80195,10,547,5391,346261,819748,2,6
6734,25,88695,7,707,12158,437167,971716,105,5
6735,46,104846,1,352,33988,245247,904694,102,6
6736,65,117404,15,613,36649,218495,323126,182,8
6737,68,54142,9,673,25746,402908,262310,209,1
6738,50,86540,17,336,15045,239729,511416,216,6
6739,20,53289,6,823,5843,123978,929456,260,4
6740,52,91948,4,383,8129,343851,543072,7,9
6741,22,73951,6,393,5210,413728,162494,207,8
6742,44,26755,5,714,28162,199902,724066,57,7
6743,61,99553,0,641,11969,278163,566895,30,3
6744,29,18890,10,849,37299,386736,380021,251,9
6745,37,109376,12,720,12626,4914,978593,221,3
6746,62,32175,11,647,30493,255058,651616,241,6
6747,37,89727,0,427,22937,489495,854589,172,2
6748,26,80687,14,451,20663,89908,980468,245,8
6749,56,99983,0,821,33258,344962,822601,205,1
6750,21,103287,2,337,11559,426245,366914,231,1
6751,68,109711,14,726,9305,25621,146365,36,8
